negative,positive
2.146744914352893829e-02,9.785324931144714355e-01
2.146744914352893829e-02,9.785324931144714355e-01
1.020101830363273621e-03,9.989798665046691895e-01
4.415289964526891708e-03,9.955847859382629395e-01
2.525210194289684296e-02,9.747478365898132324e-01
2.153740730136632919e-03,9.978462457656860352e-01
9.999368190765380859e-01,6.321045657387003303e-05
9.999213218688964844e-01,7.869306864449754357e-05
8.443316221237182617e-01,1.556683331727981567e-01
1.898475438356399536e-01,8.101524710655212402e-01
7.267772452905774117e-04,9.992732405662536621e-01
9.999151229858398438e-01,8.491802873322740197e-05
8.770148754119873047e-01,1.229851171374320984e-01
9.916889071464538574e-01,8.311095647513866425e-03
7.999922037124633789e-01,2.000077813863754272e-01
7.337394636124372482e-04,9.992662072181701660e-01
9.999175071716308594e-01,8.251360850408673286e-05
8.265930227935314178e-04,9.991733431816101074e-01
9.966534972190856934e-01,3.346578683704137802e-03
6.122501492500305176e-01,3.877498209476470947e-01
3.513599634170532227e-01,6.486399769783020020e-01
9.890069961547851562e-01,1.099299546331167221e-02
8.698780834674835205e-02,9.130122065544128418e-01
9.956582784652709961e-01,4.341794643551111221e-03
4.234831333160400391e-01,5.765168666839599609e-01
9.998927116394042969e-01,1.073203966370783746e-04
5.449531134217977524e-03,9.945505261421203613e-01
9.963278174400329590e-01,3.672223072499036789e-03
4.462450742721557617e-03,9.955375194549560547e-01
9.998972415924072266e-01,1.027807302307337523e-04
3.088809316977858543e-03,9.969112277030944824e-01
4.768575727939605713e-01,5.231424570083618164e-01
2.023137956857681274e-01,7.976862192153930664e-01
8.172985399141907692e-04,9.991826415061950684e-01
9.059990644454956055e-01,9.400092065334320068e-02
9.922463893890380859e-01,7.753582205623388290e-03
9.999285936355590820e-01,7.141575042624026537e-05
9.974285960197448730e-01,2.571347402408719063e-03
1.325895427726209164e-03,9.986741542816162109e-01
1.115161180496215820e-01,8.884838819503784180e-01
9.573669433593750000e-01,4.263304546475410461e-02
7.336253300309181213e-03,9.926637411117553711e-01
9.999234676361083984e-01,7.658552203793078661e-05
9.221909642219543457e-01,7.780902087688446045e-02
1.532608293928205967e-03,9.984673857688903809e-01
9.999004602432250977e-01,9.951285755960270762e-05
9.998505115509033203e-01,1.494075404480099678e-04
7.272675284184515476e-04,9.992727637290954590e-01
9.867212772369384766e-01,1.327867247164249420e-02
9.867212772369384766e-01,1.327867247164249420e-02
5.690347552299499512e-01,4.309652745723724365e-01
2.602764172479510307e-03,9.973971843719482422e-01
7.798391580581665039e-01,2.201609015464782715e-01
7.396445143967866898e-04,9.992603659629821777e-01
5.848706699907779694e-03,9.941512942314147949e-01
6.573768854141235352e-01,3.426231443881988525e-01
9.998892545700073242e-01,1.107814387069083750e-04
4.257722496986389160e-01,5.742277503013610840e-01
9.999190568923950195e-01,8.097621321212500334e-05
9.909000396728515625e-01,9.099945425987243652e-03
6.136785726994276047e-03,9.938632249832153320e-01
9.965713024139404297e-01,3.428700845688581467e-03
9.999171495437622070e-01,8.287144737550988793e-05
7.580170780420303345e-02,9.241983294486999512e-01
9.746137857437133789e-01,2.538624964654445648e-02
9.998815059661865234e-01,1.184897628263570368e-04
9.963935017585754395e-01,3.606478683650493622e-03
9.926865100860595703e-01,7.313547190278768539e-03
3.382059186697006226e-02,9.661793708801269531e-01
5.421016216278076172e-01,4.578984379768371582e-01
9.954398870468139648e-01,4.560042638331651688e-03
9.961819648742675781e-01,3.818052820861339569e-03
1.257861615158617496e-03,9.987421631813049316e-01
7.231090068817138672e-01,2.768909633159637451e-01
9.999085664749145508e-01,9.140076872427016497e-05
5.203904956579208374e-02,9.479609727859497070e-01
7.780422456562519073e-04,9.992219209671020508e-01
1.163134258240461349e-02,9.883686304092407227e-01
2.051856135949492455e-03,9.979481101036071777e-01
1.891841366887092590e-02,9.810816049575805664e-01
1.217590458691120148e-02,9.878240823745727539e-01
8.406458073295652866e-04,9.991593360900878906e-01
3.192621283233165741e-03,9.968074560165405273e-01
9.998961687088012695e-01,1.038187619997188449e-04
9.997804760932922363e-01,2.195267879869788885e-04
3.776098601520061493e-03,9.962239265441894531e-01
9.972348809242248535e-01,2.765093464404344559e-03
1.500993669033050537e-01,8.499006628990173340e-01
6.944779306650161743e-02,9.305521845817565918e-01
4.894512295722961426e-01,5.105487704277038574e-01
9.999251365661621094e-01,7.489728159271180630e-05
4.451529383659362793e-01,5.548471212387084961e-01
7.217991948127746582e-01,2.782008349895477295e-01
8.944140374660491943e-02,9.105586409568786621e-01
4.541879296302795410e-01,5.458120107650756836e-01
2.459767274558544159e-02,9.754022955894470215e-01
9.999116659164428711e-01,8.838556095724925399e-05
2.973957452923059464e-03,9.970260262489318848e-01
8.516458328813314438e-04,9.991483688354492188e-01
9.998922348022460938e-01,1.077181950677186251e-04
9.999295473098754883e-01,7.047254621284082532e-05
7.704319357872009277e-01,2.295680642127990723e-01
9.367676377296447754e-01,6.323235481977462769e-02
8.015234023332595825e-02,9.198476672172546387e-01
9.999173879623413086e-01,8.255586726590991020e-05
2.728038281202316284e-02,9.727196693420410156e-01
5.917725563049316406e-01,4.082274436950683594e-01
2.229264471679925919e-03,9.977707862854003906e-01
9.999207258224487305e-01,7.921950600575655699e-05
1.393722463399171829e-02,9.860628247261047363e-01
6.776629090309143066e-01,3.223371207714080811e-01
4.811595678329467773e-01,5.188404321670532227e-01
1.270502060651779175e-02,9.872949719429016113e-01
8.197832703590393066e-01,1.802167594432830811e-01
9.796039462089538574e-01,2.039602957665920258e-02
9.542525410652160645e-01,4.574741050601005554e-02
9.959856867790222168e-01,4.014295060187578201e-03
9.842967847362160683e-04,9.990156888961791992e-01
8.193293213844299316e-01,1.806707531213760376e-01
9.943525791168212891e-01,5.647383630275726318e-03
9.973184466361999512e-01,2.681505633518099785e-03
6.995978355407714844e-01,3.004021942615509033e-01
1.100280880928039551e-02,9.889972209930419922e-01
8.531854837201535702e-04,9.991468191146850586e-01
9.667167067527770996e-01,3.328323736786842346e-02
4.075576551258563995e-03,9.959244728088378906e-01
7.715499997138977051e-01,2.284499406814575195e-01
8.627353906631469727e-01,1.372646838426589966e-01
9.274562597274780273e-01,7.254374027252197266e-02
7.065216777846217155e-04,9.992934465408325195e-01
2.012416571378707886e-01,7.987583279609680176e-01
2.926915585994720459e-01,7.073084115982055664e-01
9.688911377452313900e-04,9.990310668945312500e-01
9.688911377452313900e-04,9.990310668945312500e-01
9.757832884788513184e-01,2.421674504876136780e-02
1.085077784955501556e-02,9.891492724418640137e-01
8.453649282455444336e-01,1.546350270509719849e-01
1.243177335709333420e-03,9.987567663192749023e-01
9.999121427536010742e-01,8.780959615251049399e-05
9.999121427536010742e-01,8.780959615251049399e-05
9.999121427536010742e-01,8.780950884101912379e-05
9.999121427536010742e-01,8.780950884101912379e-05
7.456535007804632187e-03,9.925434589385986328e-01
1.845941245555877686e-01,8.154059052467346191e-01
8.099565748125314713e-04,9.991900324821472168e-01
8.099565748125314713e-04,9.991900324821472168e-01
7.894940376281738281e-01,2.105059474706649780e-01
9.205505251884460449e-02,9.079449772834777832e-01
3.412439525127410889e-01,6.587560772895812988e-01
9.998407363891601562e-01,1.592481858097016811e-04
9.999027252197265625e-01,9.730507008498534560e-05
9.999027252197265625e-01,9.730507008498534560e-05
9.953714013099670410e-01,4.628643393516540527e-03
7.304103346541523933e-04,9.992695450782775879e-01
1.795485848560929298e-03,9.982044696807861328e-01
8.427907228469848633e-01,1.572092324495315552e-01
9.998834133148193359e-01,1.165759022114798427e-04
9.998834133148193359e-01,1.165759022114798427e-04
4.361078441143035889e-01,5.638921856880187988e-01
4.277392476797103882e-02,9.572260975837707520e-01
1.502054482698440552e-01,8.497946262359619141e-01
8.445172905921936035e-01,1.554826945066452026e-01
2.980007827281951904e-01,7.019991874694824219e-01
6.568048894405364990e-02,9.343194961547851562e-01
1.551331579685211182e-01,8.448668122291564941e-01
9.999084472656250000e-01,9.154068538919091225e-05
9.999084472656250000e-01,9.154068538919091225e-05
7.722824229858815670e-04,9.992277622222900391e-01
6.405335385352373123e-03,9.935947060585021973e-01
1.267067040316760540e-03,9.987329840660095215e-01
9.998074173927307129e-01,1.925981050590053201e-04
3.513436065986752510e-03,9.964865446090698242e-01
2.523769857361912727e-03,9.974762797355651855e-01
9.538003206253051758e-01,4.619972407817840576e-02
9.598169326782226562e-01,4.018311947584152222e-02
3.128714263439178467e-01,6.871285438537597656e-01
2.429882762953639030e-03,9.975700974464416504e-01
9.977785944938659668e-01,2.221366157755255699e-03
1.037413720041513443e-03,9.989626407623291016e-01
1.162460818886756897e-02,9.883754253387451172e-01
9.905989766120910645e-01,9.401068091392517090e-03
1.402689982205629349e-02,9.859731197357177734e-01
1.199090736918151379e-03,9.988008737564086914e-01
8.867976814508438110e-02,9.113202095031738281e-01
4.449188243597745895e-03,9.955508708953857422e-01
7.087032198905944824e-01,2.912968099117279053e-01
1.768941581249237061e-01,8.231058716773986816e-01
5.162477958947420120e-03,9.948374629020690918e-01
2.788779437541961670e-01,7.211220264434814453e-01
7.302587479352951050e-02,9.269741177558898926e-01
9.950574636459350586e-01,4.942587111145257950e-03
7.185135968029499054e-03,9.928147792816162109e-01
6.066125258803367615e-02,9.393387436866760254e-01
1.053268536925315857e-01,8.946731090545654297e-01
9.998854398727416992e-01,1.145462738350033760e-04
9.923381209373474121e-01,7.661965675652027130e-03
5.673912353813648224e-03,9.943260550498962402e-01
1.106146024540066719e-03,9.988939166069030762e-01
1.204312033951282501e-02,9.879569411277770996e-01
7.280979189090430737e-04,9.992719292640686035e-01
1.936498433351516724e-01,8.063501119613647461e-01
9.913024902343750000e-01,8.697527460753917694e-03
9.997562766075134277e-01,2.437219663988798857e-04
9.934833645820617676e-01,6.516612600535154343e-03
2.147479206323623657e-01,7.852520942687988281e-01
9.909720420837402344e-01,9.028011001646518707e-03
1.323341857641935349e-03,9.986765980720520020e-01
1.111885299906134605e-03,9.988880753517150879e-01
7.089047576300799847e-04,9.992910623550415039e-01
9.656928777694702148e-01,3.430714458227157593e-02
9.656928777694702148e-01,3.430714458227157593e-02
9.656928777694702148e-01,3.430714458227157593e-02
4.446830134838819504e-03,9.955531954765319824e-01
9.924787282943725586e-01,7.521302439272403717e-03
9.945309758186340332e-01,5.469085648655891418e-03
1.046198420226573944e-03,9.989538192749023438e-01
9.999294281005859375e-01,7.056777394609525800e-05
3.031722642481327057e-02,9.696827530860900879e-01
6.214433312416076660e-01,3.785566687583923340e-01
5.040198564529418945e-01,4.959801137447357178e-01
5.217343568801879883e-01,4.782656729221343994e-01
9.929403066635131836e-01,7.059632334858179092e-03
2.654720470309257507e-02,9.734528064727783203e-01
7.293642847798764706e-04,9.992706179618835449e-01
9.647844433784484863e-01,3.521547466516494751e-02
7.968036830425262451e-02,9.203195571899414062e-01
7.240194245241582394e-04,9.992759823799133301e-01
5.630933046340942383e-01,4.369066953659057617e-01
9.999203681945800781e-01,7.966002158354967833e-05
8.916817605495452881e-04,9.991082549095153809e-01
5.949090719223022461e-01,4.050909876823425293e-01
7.309106178581714630e-03,9.926908612251281738e-01
1.912378892302513123e-02,9.808761477470397949e-01
6.902286410331726074e-02,9.309771656990051270e-01
9.972911477088928223e-01,2.708819694817066193e-03
1.478802692145109177e-02,9.852119684219360352e-01
1.434670411981642246e-03,9.985653758049011230e-01
9.619619250297546387e-01,3.803813084959983826e-02
9.090830087661743164e-01,9.091699123382568359e-02
1.002587750554084778e-02,9.899740815162658691e-01
2.591644646599888802e-03,9.974083304405212402e-01
9.940779209136962891e-01,5.922045093029737473e-03
9.919003248214721680e-01,8.099738508462905884e-03
9.425640702247619629e-01,5.743591487407684326e-02
9.999057054519653320e-01,9.432939987163990736e-05
9.965812563896179199e-01,3.418750828132033348e-03
9.965812563896179199e-01,3.418750828132033348e-03
9.999245405197143555e-01,7.540371734648942947e-05
4.061017930507659912e-02,9.593898057937622070e-01
9.919775128364562988e-01,8.022508583962917328e-03
7.768487557768821716e-04,9.992231130599975586e-01
5.100511312484741211e-01,4.899488985538482666e-01
1.058063134551048279e-01,8.941937088966369629e-01
9.970431923866271973e-01,2.956775017082691193e-03
2.089086920022964478e-01,7.910913228988647461e-01
9.969147443771362305e-01,3.085226984694600105e-03
9.936560392379760742e-01,6.343984510749578476e-03
1.068294513970613480e-03,9.989317059516906738e-01
1.212183735333383083e-03,9.987878203392028809e-01
8.760172058828175068e-04,9.991239905357360840e-01
9.922757744789123535e-01,7.724255789071321487e-03
6.896491646766662598e-01,3.103508949279785156e-01
9.961160421371459961e-01,3.884011879563331604e-03
1.370807643979787827e-02,9.862918853759765625e-01
6.137802451848983765e-02,9.386219382286071777e-01
9.918047189712524414e-01,8.195246569812297821e-03
7.712051868438720703e-01,2.287947982549667358e-01
7.512511219829320908e-04,9.992486834526062012e-01
7.914534956216812134e-02,9.208546280860900879e-01
8.011524081230163574e-01,1.988475620746612549e-01
8.903330564498901367e-02,9.109667539596557617e-01
9.778259992599487305e-01,2.217393741011619568e-02
9.008402228355407715e-01,9.915979206562042236e-02
2.589889429509639740e-02,9.741011261940002441e-01
1.706614042632281780e-03,9.982933402061462402e-01
9.943752288818359375e-01,5.624749697744846344e-03
1.533396393060684204e-01,8.466603755950927734e-01
9.469714164733886719e-01,5.302856490015983582e-02
4.289111588150262833e-03,9.957108497619628906e-01
9.053784012794494629e-01,9.462160617113113403e-02
7.987090349197387695e-01,2.012909501791000366e-01
2.775759398937225342e-01,7.224240303039550781e-01
1.829256266355514526e-01,8.170743584632873535e-01
1.017836015671491623e-02,9.898216724395751953e-01
3.128072917461395264e-01,6.871926784515380859e-01
8.658185601234436035e-03,9.913418889045715332e-01
9.946696162223815918e-01,5.330407526344060898e-03
5.544065237045288086e-01,4.455934762954711914e-01
4.060761332511901855e-01,5.939238667488098145e-01
9.499625563621520996e-01,5.003748089075088501e-02
7.622484699822962284e-04,9.992377758026123047e-01
2.437256649136543274e-02,9.756274819374084473e-01
4.496535658836364746e-02,9.550346732139587402e-01
1.689147390425205231e-02,9.831084609031677246e-01
9.999089241027832031e-01,9.105575736612081528e-05
5.089849978685379028e-02,9.491015076637268066e-01
9.969658255577087402e-01,3.034221474081277847e-03
9.036188945174217224e-03,9.909638166427612305e-01
9.975221753120422363e-01,2.477827016264200211e-03
9.670720100402832031e-01,3.292798250913619995e-02
1.039404189214110374e-03,9.989606142044067383e-01
9.863303899765014648e-01,1.366959605365991592e-02
9.899021387100219727e-01,1.009781472384929657e-02
9.998583793640136719e-01,1.416569721186533570e-04
9.964212179183959961e-01,3.578858915716409683e-03
1.360874972306191921e-03,9.986391663551330566e-01
9.178452938795089722e-02,9.082155227661132812e-01
4.598405677825212479e-03,9.954016208648681641e-01
9.651915752328932285e-04,9.990348815917968750e-01
3.146449849009513855e-02,9.685354828834533691e-01
9.137953165918588638e-04,9.990862607955932617e-01
9.137953165918588638e-04,9.990862607955932617e-01
4.437979310750961304e-03,9.955620765686035156e-01
9.834578037261962891e-01,1.654221303761005402e-02
9.929631352424621582e-01,7.036926224827766418e-03
5.920672789216041565e-03,9.940793514251708984e-01
4.030298441648483276e-02,9.596970081329345703e-01
4.935481585562229156e-03,9.950645565986633301e-01
5.272984504699707031e-01,4.727015197277069092e-01
1.522116549313068390e-02,9.847788214683532715e-01
2.028332464396953583e-02,9.797165989875793457e-01
1.624056249856948853e-01,8.375943303108215332e-01
9.768214821815490723e-01,2.317846380174160004e-02
2.225010190159082413e-03,9.977750182151794434e-01
4.887263774871826172e-01,5.112736225128173828e-01
2.170937657356262207e-01,7.829062342643737793e-01
7.468987703323364258e-01,2.531012296676635742e-01
8.232420077547430992e-04,9.991766810417175293e-01
8.853358030319213867e-01,1.146642565727233887e-01
9.901303648948669434e-01,9.869663976132869720e-03
6.803498864173889160e-01,3.196500837802886963e-01
4.804545640945434570e-01,5.195454359054565430e-01
5.616322159767150879e-01,4.383677840232849121e-01
7.834807038307189941e-03,9.921652078628540039e-01
9.818877577781677246e-01,1.811216585338115692e-02
2.777019701898097992e-02,9.722298383712768555e-01
1.620441488921642303e-02,9.837956428527832031e-01
2.752062631770968437e-03,9.972478747367858887e-01
8.272519707679748535e-01,1.727480441331863403e-01
9.743326902389526367e-01,2.566734701395034790e-02
1.408608257770538330e-01,8.591391444206237793e-01
9.951346516609191895e-01,4.865325056016445160e-03
9.672412648797035217e-03,9.903275370597839355e-01
4.910068586468696594e-02,9.508992433547973633e-01
2.258247509598731995e-02,9.774175286293029785e-01
1.529687084257602692e-03,9.984702467918395996e-01
1.529687899164855480e-03,9.984702467918395996e-01
8.819418144412338734e-04,9.991180300712585449e-01
9.758396148681640625e-01,2.416042797267436981e-02
7.669450715184211731e-04,9.992330074310302734e-01
2.482530474662780762e-01,7.517469525337219238e-01
8.271709084510803223e-02,9.172828793525695801e-01
9.478061795234680176e-01,5.219378322362899780e-02
7.296447292901575565e-04,9.992703795433044434e-01
1.608212143182754517e-01,8.391787409782409668e-01
9.976652860641479492e-01,2.334725111722946167e-03
9.270331263542175293e-02,9.072966575622558594e-01
9.811198115348815918e-01,1.888020522892475128e-02
1.845734566450119019e-01,8.154265284538269043e-01
7.383437477983534336e-04,9.992616772651672363e-01
1.974971890449523926e-01,8.025028705596923828e-01
9.999263286590576172e-01,7.362804899457842112e-05
9.998022913932800293e-01,1.977029314730316401e-04
9.978240728378295898e-01,2.175992121919989586e-03
1.249870168976485729e-03,9.987500905990600586e-01
7.619511336088180542e-02,9.238048195838928223e-01
9.995838999748229980e-01,4.160474054515361786e-04
9.259904026985168457e-01,7.400956004858016968e-02
9.955262541770935059e-01,4.473762121051549911e-03
9.974066615104675293e-01,2.593325683847069740e-03
9.999073743820190430e-01,9.259155194740742445e-05
1.480416357517242432e-01,8.519583940505981445e-01
9.998910427093505859e-01,1.089483193936757743e-04
9.340424537658691406e-01,6.595751643180847168e-02
7.162032723426818848e-01,2.837967574596405029e-01
2.894602902233600616e-02,9.710539579391479492e-01
7.917131781578063965e-01,2.082868218421936035e-01
9.999233484268188477e-01,7.659412949578836560e-05
1.077595800161361694e-01,8.922404050827026367e-01
2.173581123352050781e-01,7.826418876647949219e-01
9.971857666969299316e-01,2.814271720126271248e-03
9.928519129753112793e-01,7.148093543946743011e-03
2.459237584844231606e-03,9.975408315658569336e-01
9.965395927429199219e-01,3.460402833297848701e-03
2.473974674940109253e-01,7.526025176048278809e-01
1.127648632973432541e-03,9.988723397254943848e-01
4.684435203671455383e-02,9.531556963920593262e-01
1.065304726362228394e-01,8.934694528579711914e-01
1.196504756808280945e-02,9.880349040031433105e-01
1.805793046951293945e-01,8.194206953048706055e-01
3.697417443618178368e-03,9.963026046752929688e-01
7.573202848434448242e-01,2.426796704530715942e-01
9.952050447463989258e-01,4.794992040842771530e-03
1.518788631074130535e-03,9.984812140464782715e-01
2.122801244258880615e-01,7.877199053764343262e-01
1.345796734094619751e-01,8.654204010963439941e-01
7.573144435882568359e-01,2.426855564117431641e-01
2.663727104663848877e-02,9.733626842498779297e-01
9.998990297317504883e-01,1.009330080705694854e-04
9.999018907546997070e-01,9.815106022870168090e-05
4.569336175918579102e-01,5.430663824081420898e-01
9.972022771835327148e-01,2.797718858346343040e-03
2.010023891925811768e-01,7.989975810050964355e-01
9.888705611228942871e-01,1.112943608313798904e-02
7.940106838941574097e-02,9.205989241600036621e-01
1.294556707143783569e-01,8.705443739891052246e-01
9.998923540115356445e-01,1.076754779205657542e-04
9.999176263809204102e-01,8.239888848038390279e-05
9.974362254142761230e-01,2.563783433288335800e-03
7.185801514424383640e-04,9.992814660072326660e-01
1.048944368958473206e-01,8.951055407524108887e-01
5.665353033691644669e-03,9.943346977233886719e-01
8.373595774173736572e-04,9.991626739501953125e-01
9.998905658721923828e-01,1.094223553081974387e-04
4.732089042663574219e-01,5.267910957336425781e-01
9.998530149459838867e-01,1.470189017709344625e-04
7.451187968254089355e-01,2.548811733722686768e-01
7.464736700057983398e-02,9.253525733947753906e-01
