negative,positive
9.999959468841552734e-01,4.068251200806116685e-06
5.682821869850158691e-01,4.317178428173065186e-01
9.999959468841552734e-01,4.064275799464667216e-06
9.917253255844116211e-01,8.274707943201065063e-03
8.761532604694366455e-03,9.912384152412414551e-01
9.994520545005798340e-01,5.479363608174026012e-04
9.999958276748657227e-01,4.219830316287698224e-06
2.432716079056262970e-02,9.756728410720825195e-01
9.839782118797302246e-01,1.602184772491455078e-02
9.999958276748657227e-01,4.165890004514949396e-06
9.984198808670043945e-01,1.580172451213002205e-03
9.962211847305297852e-01,3.778817364946007729e-03
1.830887794494628906e-02,9.816911816596984863e-01
4.180107116699218750e-01,5.819893479347229004e-01
9.980782270431518555e-01,1.921727205626666546e-03
9.995313882827758789e-01,4.685935564339160919e-04
1.789629459381103516e-03,9.982104301452636719e-01
8.338599801063537598e-01,1.661400347948074341e-01
9.999964237213134766e-01,3.574821903384872712e-06
3.015876188874244690e-02,9.698412418365478516e-01
5.263278144411742687e-04,9.994737505912780762e-01
3.682362847030162811e-03,9.963176250457763672e-01
1.359763322398066521e-03,9.986402392387390137e-01
9.514402598142623901e-03,9.904856085777282715e-01
5.807528737932443619e-03,9.941924214363098145e-01
1.020871801301836967e-03,9.989792108535766602e-01
6.028325762599706650e-03,9.939716458320617676e-01
9.999958276748657227e-01,4.180220912530785426e-06
9.999959468841552734e-01,4.023635028715943918e-06
2.905044937506318092e-03,9.970949888229370117e-01
9.996318817138671875e-01,3.680599329527467489e-04
3.169069439172744751e-02,9.683093428611755371e-01
8.263399451971054077e-02,9.173660278320312500e-01
5.477809906005859375e-02,9.452219009399414062e-01
9.999957084655761719e-01,4.316049853514414281e-06
4.166568517684936523e-01,5.833430886268615723e-01
7.055125832557678223e-01,2.944874763488769531e-01
1.205117180943489075e-01,8.794883489608764648e-01
4.491133093833923340e-01,5.508866906166076660e-01
2.101073227822780609e-02,9.789893031120300293e-01
9.999961853027343750e-01,3.796695409619132988e-06
6.202162243425846100e-03,9.937978386878967285e-01
2.430228516459465027e-03,9.975697398185729980e-01
9.999958276748657227e-01,4.194993380224332213e-06
9.999959468841552734e-01,4.110514055355452001e-06
5.854288339614868164e-01,4.145711660385131836e-01
9.081542491912841797e-01,9.184570610523223877e-02
2.129493281245231628e-02,9.787050485610961914e-01
9.999957084655761719e-01,4.306350547267356887e-06
1.746490038931369781e-02,9.825351238250732422e-01
5.080512762069702148e-01,4.919487535953521729e-01
4.645394627004861832e-03,9.953546524047851562e-01
9.999957084655761719e-01,4.255076419212855399e-06
1.300113461911678314e-02,9.869988560676574707e-01
7.106328606605529785e-01,2.893671393394470215e-01
1.880149543285369873e-01,8.119850754737854004e-01
6.277406122535467148e-03,9.937226176261901855e-01
8.067729473114013672e-01,1.932270228862762451e-01
9.905603528022766113e-01,9.439633227884769440e-03
9.520505666732788086e-01,4.794943705201148987e-02
9.985248446464538574e-01,1.475125201977789402e-03
4.419209435582160950e-04,9.995580315589904785e-01
8.996148705482482910e-01,1.003851294517517090e-01
9.957762360572814941e-01,4.223748575896024704e-03
9.993102550506591797e-01,6.897620623931288719e-04
6.071678400039672852e-01,3.928321003913879395e-01
1.055220235139131546e-02,9.894478321075439453e-01
8.132388466037809849e-04,9.991868138313293457e-01
9.789030551910400391e-01,2.109694667160511017e-02
4.653328098356723785e-03,9.953467249870300293e-01
8.437849879264831543e-01,1.562150418758392334e-01
8.706169724464416504e-01,1.293829828500747681e-01
9.747967720031738281e-01,2.520320564508438110e-02
2.991046058014035225e-04,9.997009038925170898e-01
2.473412305116653442e-01,7.526587843894958496e-01
1.208210587501525879e-01,8.791790008544921875e-01
1.069978228770196438e-03,9.989300370216369629e-01
1.069978228770196438e-03,9.989300370216369629e-01
9.723090529441833496e-01,2.769099175930023193e-02
5.081989802420139313e-03,9.949179887771606445e-01
9.383667111396789551e-01,6.163324415683746338e-02
1.037018955685198307e-03,9.989629983901977539e-01
9.999958276748657227e-01,4.187095782981486991e-06
9.999958276748657227e-01,4.187095782981486991e-06
9.999958276748657227e-01,4.187095782981486991e-06
9.999958276748657227e-01,4.187095782981486991e-06
3.355782711878418922e-03,9.966442584991455078e-01
1.970586031675338745e-01,8.029413819313049316e-01
3.903007309418171644e-04,9.996097683906555176e-01
3.903007309418171644e-04,9.996097683906555176e-01
8.138982057571411133e-01,1.861018091440200806e-01
6.236650794744491577e-02,9.376334547996520996e-01
5.500798225402832031e-01,4.499201774597167969e-01
9.999958276748657227e-01,4.184058070677565411e-06
9.999960660934448242e-01,3.890691459673689678e-06
9.999960660934448242e-01,3.890691459673689678e-06
9.977446794509887695e-01,2.255354309454560280e-03
4.242605355102568865e-04,9.995757937431335449e-01
1.109406817704439163e-03,9.988905787467956543e-01
9.103496670722961426e-01,8.965039998292922974e-02
9.999961853027343750e-01,3.824186023848596960e-06
9.999961853027343750e-01,3.824186023848596960e-06
2.401066124439239502e-01,7.598933577537536621e-01
4.089992120862007141e-02,9.591001272201538086e-01
1.796874105930328369e-01,8.203126192092895508e-01
9.499757885932922363e-01,5.002425238490104675e-02
3.082699477672576904e-01,6.917300820350646973e-01
6.744052469730377197e-02,9.325594305992126465e-01
7.825352996587753296e-02,9.217464327812194824e-01
9.999959468841552734e-01,4.090324182470794767e-06
9.999959468841552734e-01,4.090324182470794767e-06
4.971335874870419502e-04,9.995028972625732422e-01
4.922471009194850922e-03,9.950775504112243652e-01
2.300413558259606361e-03,9.976995587348937988e-01
9.999957084655761719e-01,4.292709036235464737e-06
2.713467692956328392e-03,9.972865581512451172e-01
3.007260849699378014e-03,9.969927072525024414e-01
9.635840058326721191e-01,3.641593828797340393e-02
9.607558250427246094e-01,3.924414888024330139e-02
3.536105453968048096e-01,6.463894248008728027e-01
1.181509229354560375e-03,9.988184571266174316e-01
9.998507499694824219e-01,1.491935690864920616e-04
9.525573696009814739e-04,9.990474581718444824e-01
9.633292444050312042e-03,9.903666973114013672e-01
9.943283200263977051e-01,5.671646911650896072e-03
6.590189877897500992e-03,9.934098124504089355e-01
1.144556677900254726e-03,9.988554716110229492e-01
7.035350799560546875e-02,9.296465516090393066e-01
2.354208147153258324e-03,9.976457953453063965e-01
8.146488666534423828e-01,1.853511482477188110e-01
2.495738416910171509e-01,7.504261732101440430e-01
5.252364557236433029e-03,9.947475790977478027e-01
2.352241054177284241e-02,9.764775633811950684e-01
3.497003763914108276e-02,9.650299549102783203e-01
9.977820515632629395e-01,2.218015491962432861e-03
8.986463770270347595e-03,9.910134673118591309e-01
2.330189570784568787e-02,9.766981005668640137e-01
2.855393104255199432e-02,9.714460968971252441e-01
9.999954700469970703e-01,4.548195192910498008e-06
9.922156929969787598e-01,7.784350775182247162e-03
2.739463001489639282e-03,9.972605705261230469e-01
8.766392129473388195e-04,9.991233944892883301e-01
1.516941585578024387e-03,9.984831213951110840e-01
2.644008782226592302e-04,9.997355341911315918e-01
2.302481383085250854e-01,7.697518467903137207e-01
9.976676106452941895e-01,2.332349307835102081e-03
9.999955892562866211e-01,4.373294359538704157e-06
9.953606724739074707e-01,4.639334976673126221e-03
2.035928964614868164e-01,7.964071035385131836e-01
9.953623414039611816e-01,4.637688398361206055e-03
3.788595087826251984e-03,9.962114095687866211e-01
1.108377007767558098e-03,9.988916516304016113e-01
3.858215059153735638e-04,9.996141195297241211e-01
9.840764403343200684e-01,1.592358946800231934e-02
9.840764403343200684e-01,1.592358946800231934e-02
9.840764403343200684e-01,1.592358946800231934e-02
4.616692662239074707e-03,9.953833222389221191e-01
9.948216676712036133e-01,5.178366787731647491e-03
9.960207343101501465e-01,3.979232162237167358e-03
1.114976592361927032e-03,9.988849759101867676e-01
9.999960660934448242e-01,3.979118901042966172e-06
1.904599554836750031e-02,9.809540510177612305e-01
7.503140568733215332e-01,2.496859133243560791e-01
5.819706916809082031e-01,4.180292785167694092e-01
5.694190859794616699e-01,4.305809438228607178e-01
9.966983199119567871e-01,3.301630960777401924e-03
1.962445862591266632e-02,9.803755879402160645e-01
7.601571269333362579e-04,9.992398023605346680e-01
9.727022051811218262e-01,2.729784138500690460e-02
2.996738627552986145e-02,9.700325727462768555e-01
4.090212169103324413e-04,9.995909333229064941e-01
4.985557496547698975e-01,5.014442801475524902e-01
9.999953508377075195e-01,4.631848696590168402e-06
9.601155179552733898e-04,9.990398287773132324e-01
5.461642146110534668e-01,4.538358151912689209e-01
3.956541884690523148e-03,9.960434436798095703e-01
1.636005006730556488e-02,9.836398959159851074e-01
3.170582652091979980e-02,9.682941436767578125e-01
9.995131492614746094e-01,4.868300165981054306e-04
4.309896845370531082e-03,9.956900477409362793e-01
1.059315446764230728e-02,9.894068837165832520e-01
9.809294939041137695e-01,1.907044090330600739e-02
9.085662961006164551e-01,9.143376350402832031e-02
6.724976468831300735e-03,9.932750463485717773e-01
1.894803135655820370e-03,9.981051683425903320e-01
9.962982535362243652e-01,3.701797453686594963e-03
9.944342970848083496e-01,5.565716419368982315e-03
9.503134489059448242e-01,4.968655854463577271e-02
9.999959468841552734e-01,4.068805537826847285e-06
9.987466335296630859e-01,1.253319554962217808e-03
9.987466335296630859e-01,1.253319554962217808e-03
9.999959468841552734e-01,4.069946498930221424e-06
3.739507496356964111e-02,9.626049399375915527e-01
9.958543777465820312e-01,4.145621787756681442e-03
6.392745999619364738e-04,9.993607401847839355e-01
5.447398424148559570e-01,4.552601277828216553e-01
9.449638426303863525e-02,9.055036306381225586e-01
9.997858405113220215e-01,2.141413715435191989e-04
1.120726913213729858e-01,8.879272937774658203e-01
9.998617172241210938e-01,1.382969494443386793e-04
9.982870221138000488e-01,1.712931552901864052e-03
8.330587879754602909e-04,9.991669654846191406e-01
1.259897020645439625e-03,9.987401366233825684e-01
6.489868392236530781e-04,9.993509650230407715e-01
9.972860813140869141e-01,2.713934751227498055e-03
2.593901455402374268e-01,7.406098842620849609e-01
9.991381168365478516e-01,8.618567953817546368e-04
9.609607048332691193e-03,9.903904199600219727e-01
4.061451181769371033e-02,9.593855142593383789e-01
9.933617115020751953e-01,6.638288032263517380e-03
8.710137605667114258e-01,1.289862245321273804e-01
4.014427540823817253e-04,9.995985627174377441e-01
2.491837926208972931e-02,9.750816822052001953e-01
7.571434974670410156e-01,2.428564429283142090e-01
5.794780701398849487e-02,9.420521855354309082e-01
9.918328523635864258e-01,8.167088031768798828e-03
9.023144245147705078e-01,9.768560528755187988e-02
3.733815997838973999e-02,9.626618027687072754e-01
1.311950734816491604e-03,9.986880421638488770e-01
9.969540834426879883e-01,3.045941935852169991e-03
8.035927265882492065e-02,9.196407794952392578e-01
9.565374851226806641e-01,4.346256330609321594e-02
5.328107159584760666e-03,9.946718811988830566e-01
9.629319906234741211e-01,3.706806898117065430e-02
4.722233414649963379e-01,5.277766585350036621e-01
3.493107557296752930e-01,6.506892442703247070e-01
1.264241933822631836e-01,8.735758066177368164e-01
8.359041996300220490e-03,9.916409254074096680e-01
3.119708001613616943e-01,6.880292296409606934e-01
3.007392399013042450e-03,9.969925880432128906e-01
9.972429275512695312e-01,2.757105510681867599e-03
4.173107743263244629e-01,5.826892256736755371e-01
5.588781833648681641e-01,4.411218166351318359e-01
9.842042326927185059e-01,1.579575799405574799e-02
7.294247625395655632e-04,9.992706179618835449e-01
2.231525816023349762e-02,9.776846766471862793e-01
3.620557487010955811e-02,9.637944102287292480e-01
6.417138036340475082e-03,9.935827851295471191e-01
9.999964237213134766e-01,3.566183067960082553e-06
5.151657760143280029e-02,9.484834074974060059e-01
9.995250701904296875e-01,4.749264917336404324e-04
2.757577458396553993e-03,9.972424507141113281e-01
9.998724460601806641e-01,1.275247486773878336e-04
9.601047635078430176e-01,3.989530727267265320e-02
5.943978321738541126e-04,9.994056224822998047e-01
9.894774556159973145e-01,1.052246522158384323e-02
9.847193956375122070e-01,1.528059039264917374e-02
9.999961853027343750e-01,3.805689175351290032e-06
9.991292357444763184e-01,8.707576780579984188e-04
1.496403710916638374e-03,9.985035657882690430e-01
1.885483413934707642e-02,9.811452031135559082e-01
3.262852784246206284e-03,9.967371821403503418e-01
8.690990507602691650e-04,9.991309046745300293e-01
4.216737672686576843e-02,9.578326344490051270e-01
1.108369091525673866e-03,9.988916516304016113e-01
1.108369091525673866e-03,9.988916516304016113e-01
1.117068529129028320e-02,9.888293147087097168e-01
9.846206903457641602e-01,1.537935808300971985e-02
9.926754832267761230e-01,7.324549835175275803e-03
9.487260831519961357e-04,9.990512728691101074e-01
4.340518265962600708e-02,9.565948843955993652e-01
2.114159753546118736e-03,9.978858828544616699e-01
5.717634558677673340e-01,4.282365143299102783e-01
9.050695225596427917e-03,9.909493327140808105e-01
6.360592786222696304e-03,9.936394095420837402e-01
8.982375264167785645e-02,9.101762175559997559e-01
9.724588394165039062e-01,2.754117548465728760e-02
1.473269425332546234e-03,9.985266923904418945e-01
5.066287517547607422e-01,4.933712184429168701e-01
2.710563540458679199e-01,7.289435863494873047e-01
8.484026789665222168e-01,1.515972912311553955e-01
5.067808669991791248e-04,9.994932413101196289e-01
9.065178632736206055e-01,9.348209947347640991e-02
9.931644797325134277e-01,6.835462525486946106e-03
7.580174803733825684e-01,2.419825196266174316e-01
5.906913876533508301e-01,4.093085825443267822e-01
5.217642784118652344e-01,4.782357513904571533e-01
9.673679247498512268e-03,9.903263449668884277e-01
9.780113697052001953e-01,2.198860794305801392e-02
2.164115756750106812e-02,9.783588051795959473e-01
5.311897955834865570e-03,9.946881532669067383e-01
1.145614427514374256e-03,9.988543987274169922e-01
8.495653271675109863e-01,1.504347026348114014e-01
9.774916768074035645e-01,2.250824309885501862e-02
1.550599187612533569e-01,8.449400663375854492e-01
9.986622333526611328e-01,1.337741734459996223e-03
6.379646249115467072e-03,9.936203360557556152e-01
7.986608892679214478e-02,9.201339483261108398e-01
5.308693740516901016e-03,9.946913123130798340e-01
9.444728493690490723e-04,9.990555644035339355e-01
9.444733150303363800e-04,9.990555644035339355e-01
6.199096096679568291e-04,9.993801116943359375e-01
9.813343286514282227e-01,1.866567693650722504e-02
8.330591954290866852e-04,9.991669654846191406e-01
1.216223463416099548e-01,8.783776760101318359e-01
2.872854284942150116e-02,9.712713956832885742e-01
9.739338159561157227e-01,2.606620639562606812e-02
3.526469809003174305e-04,9.996473789215087891e-01
1.156807541847229004e-01,8.843192458152770996e-01
9.998236298561096191e-01,1.763818290783092380e-04
1.075668632984161377e-01,8.924331068992614746e-01
9.813064336776733398e-01,1.869352348148822784e-02
1.548991650342941284e-01,8.451008796691894531e-01
2.832728787325322628e-04,9.997166991233825684e-01
1.733267903327941895e-01,8.266732096672058105e-01
9.999961853027343750e-01,3.839003511529881507e-06
9.999958276748657227e-01,4.153853751631686464e-06
9.999201297760009766e-01,7.984254625625908375e-05
1.259896438568830490e-03,9.987401366233825684e-01
8.265028707683086395e-03,9.917349815368652344e-01
9.999955892562866211e-01,4.461914613784756511e-06
9.287036061286926270e-01,7.129637151956558228e-02
9.964679479598999023e-01,3.532035509124398232e-03
9.997776150703430176e-01,2.224297350039705634e-04
9.999961853027343750e-01,3.830829427897697315e-06
1.034067124128341675e-01,8.965933322906494141e-01
9.999961853027343750e-01,3.800335662162979133e-06
9.570320844650268555e-01,4.296792298555374146e-02
7.168989181518554688e-01,2.831011116504669189e-01
1.517649274319410324e-02,9.848234653472900391e-01
7.866113185882568359e-01,2.133886963129043579e-01
9.999955892562866211e-01,4.438936684891814366e-06
1.773633062839508057e-01,8.226366639137268066e-01
1.043038293719291687e-01,8.956961035728454590e-01
9.994122982025146484e-01,5.877429503016173840e-04
9.965240359306335449e-01,3.475948935374617577e-03
2.770821796730160713e-03,9.972291588783264160e-01
9.990498423576354980e-01,9.501908207312226295e-04
1.795148402452468872e-01,8.204852342605590820e-01
1.594569417648017406e-03,9.984053969383239746e-01
3.153860941529273987e-02,9.684613943099975586e-01
2.012506686151027679e-02,9.798749089241027832e-01
2.149858511984348297e-03,9.978501796722412109e-01
5.637734755873680115e-02,9.436226487159729004e-01
1.130399876274168491e-03,9.988695979118347168e-01
7.092139124870300293e-01,2.907860577106475830e-01
9.980373978614807129e-01,1.962589565664529800e-03
1.614254317246377468e-03,9.983857870101928711e-01
2.544506490230560303e-01,7.455493211746215820e-01
6.176432967185974121e-02,9.382357001304626465e-01
6.881937384605407715e-01,3.118062913417816162e-01
1.202977169305086136e-02,9.879701733589172363e-01
9.999958276748657227e-01,4.169371095485985279e-06
9.999958276748657227e-01,4.187470949545968324e-06
5.703414678573608398e-01,4.296585321426391602e-01
9.994997978210449219e-01,5.002152174711227417e-04
1.207811608910560608e-01,8.792188763618469238e-01
9.909170269966125488e-01,9.082982316613197327e-03
8.646553754806518555e-02,9.135344624519348145e-01
1.468879729509353638e-01,8.531120419502258301e-01
9.999958276748657227e-01,4.164769507042365149e-06
9.999959468841552734e-01,4.039814484713133425e-06
9.995924830436706543e-01,4.075749311596155167e-04
3.280628006905317307e-04,9.996719360351562500e-01
4.715273901820182800e-02,9.528472423553466797e-01
1.858394127339124680e-03,9.981416463851928711e-01
6.718675722368061543e-04,9.993281364440917969e-01
9.999959468841552734e-01,3.997538442490622401e-06
5.489010214805603027e-01,4.510990381240844727e-01
9.999959468841552734e-01,4.062547759531298652e-06
7.790545225143432617e-01,2.209455519914627075e-01
2.708131074905395508e-02,9.729186892509460449e-01
